file,line,tags,names,candidate_schwab_fields,code
.claude/worktrees/heuristic-perlman-19bc52/server.py,2683,TIME_NOW_FALLBACK,,,"""_server_build_ts"": time.time(),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2684,TIME_NOW_FALLBACK,,,"""_pipeline_ms"": round((time.time() - t0) * 1000),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2698,DATE_DIFF_DTE,,,if expiry:
.claude/worktrees/heuristic-perlman-19bc52/server.py,2699,DATE_DIFF_DTE,,,"c = _state_cache.get((tkr, expiry))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2717,DATE_DIFF_DTE,,,"""dte_warn"","
.claude/worktrees/heuristic-perlman-19bc52/server.py,2718,DATE_DIFF_DTE,,,"""dte_color"","
.claude/worktrees/heuristic-perlman-19bc52/server.py,2735,DATE_DIFF_DTE,,,"expiry: Optional[str],"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2741,TIME_NOW_FALLBACK,,,_fetch_start_ts = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,2769,TIME_NOW_FALLBACK,,,_t_after_chain = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,2784,,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"_safe_float_quote(_chain_underlying.get(""totalVolume""))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2793,TIME_NOW_FALLBACK,,,_t_after_quote = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,2796,DEFAULT_ZERO_OR,last|mark|spot,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last|chains.callExpDateMap.*.mark|chains.putExpDateMap.*.mark|chains.underlying.mark|quotes.extended.mark|quotes.quote.mark|streaming.content.*.MARK,spot   = parsed.last or parsed.mark or 0.0
.claude/worktrees/heuristic-perlman-19bc52/server.py,2797,,bid,chains.callExpDateMap.*.bid|chains.putExpDateMap.*.bid|chains.underlying.bid,bid    = parsed.bid
.claude/worktrees/heuristic-perlman-19bc52/server.py,2798,,ask,chains.callExpDateMap.*.ask|chains.putExpDateMap.*.ask|chains.underlying.ask,ask    = parsed.ask
.claude/worktrees/heuristic-perlman-19bc52/server.py,2802,,ask|bid,chains.callExpDateMap.*.ask|chains.putExpDateMap.*.ask|chains.underlying.ask|chains.callExpDateMap.*.bid|chains.putExpDateMap.*.bid|chains.underlying.bid,"round(float(ask) - float(bid), 4) if (bid is not None and ask is not None) else None"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2828,,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"_safe_float_quote(_quote_dict.get(""totalVolume""))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2830,,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"or _safe_float_quote(_regular.get(""totalVolume""))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2832,,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"or _safe_float_quote(_extended.get(""totalVolume""))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2833,,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"or _safe_float_quote(_reference.get(""totalVolume""))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2834,,totalVolume,chains.callExpDateMap.*.totalVolume|chains.putExpDateMap.*.totalVolume|chains.underlying.totalVolume|movers.screeners.*.totalVolume|quotes.extended.totalVolume|quotes.quote.totalVolume,"or _safe_float_quote(_underlying_node.get(""totalVolume""))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2840,DATE_DIFF_DTE,,,if expiry and expiry < _today_str:
.claude/worktrees/heuristic-perlman-19bc52/server.py,2841,DATE_DIFF_DTE,,,"log.warning(""Rejecting past expiry %s for %s (today=%s) — using default"", expiry, ticker, _today_str)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2842,DATE_DIFF_DTE,,,expiry = None
.claude/worktrees/heuristic-perlman-19bc52/server.py,2843,DATE_DIFF_DTE,,,"selected_exp = expiry or _default_expiry(expiries, ticker)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2845,DATE_DIFF_DTE,,,"log.warning(""_fetch_state: no valid expiry for %s — skipping"", ticker)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2854,DATE_DIFF_DTE,,,"""state_error"": ""no_valid_expiry"","
.claude/worktrees/heuristic-perlman-19bc52/server.py,2856,DATE_DIFF_DTE,,,"""No usable option expiry (empty chain or all expiries past). """
.claude/worktrees/heuristic-perlman-19bc52/server.py,2865,,low,pricehistory.candles.*.low,"""call_conviction"": ""low"","
.claude/worktrees/heuristic-perlman-19bc52/server.py,2870,TIME_NOW_FALLBACK,,,"_minimal[""_server_build_ts""] = time.time()"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2871,TIME_NOW_FALLBACK,,,"_minimal[""_pipeline_ms""] = round((time.time() - _fetch_start_ts) * 1000)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2874,TIME_NOW_FALLBACK,,,"_minimal[""_compute_ms""] = round((time.time() - _t_after_quote) * 1000)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2880,DATE_DIFF_DTE,expirationDate,chains.callExpDateMap.*.expirationDate|chains.putExpDateMap.*.expirationDate,"if (ct.get(""expirationDate"") or ct.get(""expiration"") or """")[:10] == selected_exp]"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2887,TIME_NOW_FALLBACK,,,_tick_ts = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,2946,GET_DEFAULT_ZERO,,,"_charm_used = _charm_raw.get(""contracts_used"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2985,,open,pricehistory.candles.*.open,"_lb_open  = getattr(_lb, 'open',  None) or getattr(_lb, 'o', None)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2986,,high,pricehistory.candles.*.high,"_lb_high  = getattr(_lb, 'high', None) or getattr(_lb, 'h', None)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2987,,low,pricehistory.candles.*.low,"_lb_low   = getattr(_lb, 'low',  None) or getattr(_lb, 'l', None)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,2988,,close,chains.underlying.close|pricehistory.candles.*.close,"_lb_close = getattr(_lb, 'close', None) or getattr(_lb, 'c', None)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3016,GET_DEFAULT_ZERO,,,"_pl_cache_ts    = _state_cache.get(_cache_key, {}).get(""pl_ts"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3022,TIME_NOW_FALLBACK,vwap,,or (time.time() - _pl_cache_ts) >= _PL_CACHE_SEC  # intraday VWAP refresh
.claude/worktrees/heuristic-perlman-19bc52/server.py,3043,TIME_NOW_FALLBACK,,,"_sc[""pl_ts""]        = time.time()"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3066,GET_DEFAULT_ZERO,,,"and abs(float(ct.get(""strikePrice"", 0)) - _atm_k) < 0.01]"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3069,GET_DEFAULT_ZERO,,,"and abs(float(ct.get(""strikePrice"", 0)) - _atm_k) < 0.01]"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3070,,mark,chains.callExpDateMap.*.mark|chains.putExpDateMap.*.mark|chains.underlying.mark|quotes.extended.mark|quotes.quote.mark|streaming.content.*.MARK,"_c_mark = _f(_atm_calls[0].get(""mark"")) if _atm_calls else None"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3071,,mark,chains.callExpDateMap.*.mark|chains.putExpDateMap.*.mark|chains.underlying.mark|quotes.extended.mark|quotes.quote.mark|streaming.content.*.MARK,"_p_mark = _f(_atm_puts[0].get(""mark"")) if _atm_puts else None"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3115,,close,chains.underlying.close|pricehistory.candles.*.close,"c = getattr(b, 'c', None) or getattr(b, 'close', None)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3133,GET_DEFAULT_ZERO,,,"if r.get(""iv_level"") is not None and float(r.get(""iv_level"", 0)) > 0"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3141,,volatility,chains.callExpDateMap.*.volatility|chains.putExpDateMap.*.volatility|chains.volatility,"log.debug(f""Volatility signals calc: {e}"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3195,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_sum_gex += float(_bkt.get(""net_gex_1pct"", 0) or 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3196,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_sum_dex += float(_bkt.get(""net_dex_dollars"", 0) or 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3197,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_sum_oi += float(_bkt.get(""call_oi"", 0) or 0) + float(_bkt.get(""put_oi"", 0) or 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3198,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_sum_vanna += float(_bkt.get(""call_vanna"", 0) or 0) + float(_bkt.get(""put_vanna"", 0) or 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3206,DEFAULT_ZERO_OR,,,"_max_charm = max(abs(_charm_net or 0), 1.0) if _charm_net else 1.0"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3211,DEFAULT_ZERO_OR,,,"charm_normalized=(_charm_net or 0) / _max_charm if _max_charm > 0 else 0,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3220,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"abs(float(b.get(""net_gex_1pct"", 0) or 0))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3243,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_gex_at_pin = abs(float(_pin_bkt.get(""call_gamma"", 0) or 0)) + abs(float(_pin_bkt.get(""put_gamma"", 0) or 0))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3244,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_oi_at_pin = float(_pin_bkt.get(""call_oi"", 0) or 0) + float(_pin_bkt.get(""put_oi"", 0) or 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3368,GET_DEFAULT_ZERO,,,"if _latest_bar_ts_1m > zt.get(""last_bar_ts_1m"", 0.0):"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3371,GET_DEFAULT_ZERO,,,"if _latest_bar_ts_5m > zt.get(""last_bar_ts_5m"", 0.0):"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3394,GET_DEFAULT_ZERO,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"ceil_tests  = _ed_db.count_level_tests(ticker, ""Call Gamma Wall"", cgw).get(""total"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3396,GET_DEFAULT_ZERO,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"floor_tests = _ed_db.count_level_tests(ticker, ""Put Gamma Wall"",  pgw).get(""total"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3398,TIME_NOW_FALLBACK,,,now_ts = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,3400,GET_DEFAULT_ZERO,,,"bars_ago = int((now_ts - c.get(""ts_utc"", 0)) / 60)  # 1m bar cadence (canonical)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3446,,close|high|low|open,chains.underlying.close|pricehistory.candles.*.close|pricehistory.candles.*.high|pricehistory.candles.*.low|pricehistory.candles.*.open,"""open"": b.open, ""high"": b.high, ""low"": b.low, ""close"": b.close,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3447,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"""volume"": getattr(b, ""volume"", 0.0),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3487,GET_DEFAULT_ZERO,,,"best = min(ph_candles, key=lambda b: abs((b.get(""datetime"", 0) / 1000.0) - last_ts))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3490,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"ph_vol = best.get(""volume"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3499,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"v = ph_candles[-1].get(""volume"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3508,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"log.debug(f""Price history volume for {ticker}: {_ph_e}"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3511,,volume,movers.screeners.*.volume|pricehistory.candles.*.volume|streaming.content.*.VOLUME,"_raw_vol = getattr(_completed_for_vol[-1], ""volume"", None)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3535,,bid,chains.callExpDateMap.*.bid|chains.putExpDateMap.*.bid|chains.underlying.bid,"bid=bid,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3536,,ask,chains.callExpDateMap.*.ask|chains.putExpDateMap.*.ask|chains.underlying.ask,"ask=ask,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3550,GET_DEFAULT_ZERO,,,"total_snapshots=db_counts.get(""total"", 0),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3551,GET_DEFAULT_ZERO,,,"filled_snapshots=db_counts.get(""filled"", 0),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3592,,delta,chains.callExpDateMap.*.delta|chains.putExpDateMap.*.delta,"log.debug(""Cum Delta: REST proxy (polling-based)"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3647,DATE_DIFF_DTE,,,_dte = None
.claude/worktrees/heuristic-perlman-19bc52/server.py,3648,DATE_DIFF_DTE,,,_hours_to_expiry = None
.claude/worktrees/heuristic-perlman-19bc52/server.py,3653,DATE_DIFF_DTE,,,_dte = (_exp_date - _today_et).days
.claude/worktrees/heuristic-perlman-19bc52/server.py,3656,DATE_DIFF_DTE,,,"_hours_to_expiry = round(_secs / 3600.0, 2) if _secs > 0 else None"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3797,DATE_DIFF_DTE,,,"expiry=selected_exp,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3798,DATE_DIFF_DTE,,,"dte=_dte,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3799,DATE_DIFF_DTE,,,"hours_to_expiry=_hours_to_expiry,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,3847,DEFAULT_ZERO_OR,,,"iv_level=float(getattr(totals[0], ""atm_iv"", 0) or 0) if totals else None,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4120,GET_DEFAULT_ZERO,,,"_last_acc = _accuracy_cache.get(ticker, {}).get(""ts"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4121,TIME_NOW_FALLBACK,,,"if time.time() - _last_acc > ACCURACY_INTERVAL and db_counts[""filled""] >= 50:"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4124,TIME_NOW_FALLBACK,,,"_accuracy_cache[ticker] = {""ts"": time.time(), ""results"": acc}"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4126,GET_DEFAULT_ZERO,,,"_acc_n  = acc.get(""5c"", {}).get(""total"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4140,TIME_NOW_FALLBACK,,,"""ts"": time.time(), ""ms_dict"": {}, ""pcr_val"": pcr_val, ""spot_f"": spot_f,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4144,GET_DEFAULT_ZERO,,,"""pl_ts"":        _state_cache.get(_cache_key, {}).get(""pl_ts"", 0),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4146,DATE_DIFF_DTE,,,"_evict_old_expiry_entries(ticker, selected_exp)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4153,TIME_NOW_FALLBACK,,,"ms_dict[""server_ts""]    = time.time()"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4224,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_max_gex = max((abs(float(b.get(""call_gamma"",0) or 0)) + abs(float(b.get(""put_gamma"",0) or 0)) for b in exposures.values()), default=0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4225,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_max_oi = max((float(b.get(""call_oi"",0) or 0) + float(b.get(""put_oi"",0) or 0) for b in exposures.values()), default=0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4226,,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"log.debug(f""Gamma void: {_n_strikes} strikes, max_gex={_max_gex:.0f}, max_oi={_max_oi:.0f}, spot_passed={'yes' if spot_f else 'no'}"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4228,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_gex_low = sum(1 for b in exposures.values() if (abs(float(b.get(""call_gamma"",0) or 0)) + abs(float(b.get(""put_gamma"",0) or 0))) < _max_gex * 0.20) if _max_gex > 0 else 0"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4229,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"_oi_low = sum(1 for b in exposures.values() if (float(b.get(""call_oi"",0) or 0) + float(b.get(""put_oi"",0) or 0)) < _max_oi * 0.25) if _max_oi > 0 else 0"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4231,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"((abs(float(b.get(""call_gamma"",0) or 0)) + abs(float(b.get(""put_gamma"",0) or 0))) < _max_gex * 0.20 if _max_gex > 0 else False) and"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4232,DEFAULT_ZERO_OR|GET_DEFAULT_ZERO,,,"((float(b.get(""call_oi"",0) or 0) + float(b.get(""put_oi"",0) or 0)) < _max_oi * 0.25 if _max_oi > 0 else False)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4234,,gamma,chains.callExpDateMap.*.gamma|chains.putExpDateMap.*.gamma,"log.debug(f""Gamma void: gex_low={_gex_low}, oi_low={_oi_low}, both_low={_both_low} (need 2+ consecutive)"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4349,GET_DEFAULT_ZERO,,,"ms_dict[""level_density_count""]   = _level_density.get(""count"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4374,,low,pricehistory.candles.*.low,"ms_dict[""iwm_risk_confidence""]   = _iwm_deep.get(""risk_regime_confidence"", ""low"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4375,GET_DEFAULT_ZERO,,,"ms_dict[""spy_iwm_divergence""]    = _iwm_deep.get(""spy_iwm_divergence"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4378,GET_DEFAULT_ZERO,,,"ms_dict[""qqq_iwm_spread""]        = _iwm_deep.get(""qqq_iwm_spread"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4395,GET_DEFAULT_ZERO,,,"ms_dict[""flow_imbalance""]        = _flow_imbalance.get(""normalized"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4397,GET_DEFAULT_ZERO,,,"ms_dict[""smart_money_score""]     = _smart_money.get(""score"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4490,GET_DEFAULT_ZERO,,,"raw = _m.get(edge_key, _m.get(""val_accuracy"", 0))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4491,DEFAULT_ZERO_OR,,,"edge = float(raw) * 100 if edge_key == ""val_accuracy"" else float(raw or 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4619,GET_DEFAULT_ZERO,,,"ms_dict[""total_snapshots""]  = db_counts.get(""total"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4620,GET_DEFAULT_ZERO,,,"ms_dict[""filled_snapshots""] = db_counts.get(""filled"", 0)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4635,TIME_NOW_FALLBACK,,,_t_pipeline_end = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,4643,DATE_DIFF_DTE,,,"f""quote_ms={ms_dict['_quote_ms']} chain_ms={ms_dict['_chain_ms']} compute_ms={ms_dict['_compute_ms']} expiry={expiry}"""
.claude/worktrees/heuristic-perlman-19bc52/server.py,4651,TIME_NOW_FALLBACK,,,_gen_ts = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,4652,GET_DEFAULT_ZERO,,,"_next_ver = int(_prev_ent.get(""analytics_version"", 0)) + 1"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4661,GET_DEFAULT_ZERO,,,"""pl_ts"":        _prev_ent.get(""pl_ts"", 0),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4663,DATE_DIFF_DTE,,,"_evict_old_expiry_entries(ticker, selected_exp)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4691,DATE_DIFF_DTE,,,"""Schwab token timing: seconds_to_expiry=%s expired=%s expiring_soon=%s"","
.claude/worktrees/heuristic-perlman-19bc52/server.py,4692,DATE_DIFF_DTE,,,"_inv_startup.seconds_to_expiry,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4717,DATE_DIFF_DTE,,,r_near_expiry = None
.claude/worktrees/heuristic-perlman-19bc52/server.py,4719,DATE_DIFF_DTE,,,"log.info(""Token near expiry — performing refresh validation"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4721,DATE_DIFF_DTE,,,"r_near_expiry = state.client.get_quote(""SPY"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4722,DATE_DIFF_DTE,,,"if not r_near_expiry or getattr(r_near_expiry, ""status_code"", 0) != 200:"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4726,DATE_DIFF_DTE,,,r_near_expiry = None
.claude/worktrees/heuristic-perlman-19bc52/server.py,4729,DATE_DIFF_DTE,,,"r = r_near_expiry if r_near_expiry is not None else state.client.get_quote(""SPY"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4988,BLACK_SCHOLES,,,"from ops_runner import allow_remote, is_ops_runner_enabled, jobs_public_list, sequences_public_list"
.claude/worktrees/heuristic-perlman-19bc52/server.py,4994,BLACK_SCHOLES,,,"""jobs"": jobs_public_list(),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5222,DATE_DIFF_DTE,,,"expiry: Optional[str],"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5235,DATE_DIFF_DTE,,,"inflight_key = _tier_c_inflight_key(ticker, expiry)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5236,TIME_NOW_FALLBACK,,,now = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,5240,DATE_DIFF_DTE,,,if expiry is not None:
.claude/worktrees/heuristic-perlman-19bc52/server.py,5241,DATE_DIFF_DTE,,,"data_cache_key = (ticker, expiry)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5249,GET_DEFAULT_ZERO,,,"sse_live = _sse_subscribers.get(data_cache_key, 0) > 0"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5250,DATE_DIFF_DTE,,,elif expiry is not None:
.claude/worktrees/heuristic-perlman-19bc52/server.py,5251,DATE_DIFF_DTE,,,"sse_live = _sse_subscribers.get((ticker, expiry), 0) > 0"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5257,DATE_DIFF_DTE,,,"data_cache_key[1] if data_cache_key else expiry,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5276,DATE_DIFF_DTE,,,"expiry=expiry if expiry is not None else (data_cache_key[1] if data_cache_key else None),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5288,DATE_DIFF_DTE,,,"data_cache_key=data_cache_key or (ticker, expiry),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5295,DATE_DIFF_DTE,,,"_schedule_analytics_recompute(inflight_key, ticker, expiry, update_source)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5299,DATE_DIFF_DTE,,,"""Tier C cache miss — pending shell for %s expiry=%s; scheduling background"","
.claude/worktrees/heuristic-perlman-19bc52/server.py,5301,DATE_DIFF_DTE,,,"expiry,"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5306,DATE_DIFF_DTE,,,"emit_api_state_cache(ticker=ticker, expiry=expiry, cache_hit=False, ttl=None)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5309,DATE_DIFF_DTE,,,"md = _minimal_analytics_pending_dict(ticker, expiry)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5313,DATE_DIFF_DTE,,,"data_cache_key=data_cache_key or (ticker, expiry),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5319,DATE_DIFF_DTE,,,"_schedule_analytics_recompute(inflight_key, ticker, expiry, update_source)"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5326,DATE_DIFF_DTE,,,"expiry: Optional[str] = Query(default=None),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5334,DATE_DIFF_DTE,,,"return JSONResponse(_tier_a_live_state_dict(t, expiry))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5340,DATE_DIFF_DTE,,,"expiry: Optional[str] = Query(default=None),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5348,DATE_DIFF_DTE,,,"serve-age expiry, or force=true. Materiality-gated rebuilds run on quote/L2 hooks only."
.claude/worktrees/heuristic-perlman-19bc52/server.py,5352,DATE_DIFF_DTE,,,from planes.l1_events import notify_ticker_expiry_changed
.claude/worktrees/heuristic-perlman-19bc52/server.py,5354,DATE_DIFF_DTE,,,"return JSONResponse(notify_ticker_expiry_changed(t, expiry, force=force))"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5361,DATE_DIFF_DTE,,,"expiry: Optional[str] = Query(default=None),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5369,DATE_DIFF_DTE,,,"exp_key = expiry if expiry is not None else ""__auto__"""
.claude/worktrees/heuristic-perlman-19bc52/server.py,5398,DATE_DIFF_DTE,,,"expiry: Optional[str] = Query(default=None),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5405,DATE_DIFF_DTE,,,"return _tier_c_analytics_json_response(ticker, expiry, force, update_source=""rest_analytics"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5411,DATE_DIFF_DTE,,,"expiry: Optional[str] = Query(default=None),"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5418,DATE_DIFF_DTE,,,"return _tier_c_analytics_json_response(ticker, expiry, force, update_source=""rest_poll_legacy"")"
.claude/worktrees/heuristic-perlman-19bc52/server.py,5466,TIME_NOW_FALLBACK,,,now = time.time()
.claude/worktrees/heuristic-perlman-19bc52/server.py,5467,DEFAULT_ZERO_OR,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,drop_m = float(_l1_sse_last_drop_mono or 0.0)
.claude/worktrees/heuristic-perlman-19bc52/server.py,5476,,last,chains.callExpDateMap.*.last|chains.putExpDateMap.*.last|chains.underlying.last,"out[""l1_sse_last_drop_age_sec""] = drop_age_sec"
